[-8388608, -8388608, -8388608, -8388608, -8318703, -4838155, 7361817, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8310121, -4820976, 7370405, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8278518, -4727356, 7407983, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8282600, -4752959, 7386505, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8315168, -4874726, 7325838, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8314759, -4885055, 7321916, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8282869, -4789489, 7359373, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8278581, -4786390, 7350636, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8310308, -4904974, 7291957, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8318032, -4942624, 7275286, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8288040, -4853102, 7311558, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8275596, -4822804, 7314407, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8304327, -4930992, 7258929, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8319856, -4995331, 7229619, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8293947, -4918621, 7262243, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8274082, -4863162, 7276116, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8297796, -4953976, 7226779, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8320562, -5042255, 7185754, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8300282, -4984353, 7211511, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8274336, -4908578, 7234823, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8291518, -4977208, 7192536, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8319767, -5083616, 7121639, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8306323, -5047401, 7113127, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8276171, -4955738, 7128097, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8285617, -4996401, 7082326, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8317224, -5112639, 7009939, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8311681, -5102756, 6998615, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8279771, -5004926, 7018089, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8280916, -5018192, 6984074, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8313267, -5137324, 6908719, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8315731, -5155257, 6884294, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8284184, -5058688, 6905222, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8276935, -5043300, 6883679, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8308064, -5157588, 6808992, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8318637, -5203378, 6771129, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8289836, -5115409, 6790349, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8274755, -5073553, 6780689, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8302098, -5175235, 6709946, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8320284, -5247248, 6659580, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8296175, -5174937, 6673995, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8273909, -5109507, 6675147, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8295550, -5191558, 6611684, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8320478, -5285894, 6550546, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8302472, -5234019, 6557173, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8274762, -5150850, 6567081, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8289317, -5209034, 6513195, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8319134, -5319514, 6443774, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8308688, -5292835, 6439751, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8277592, -5198131, 6456299, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8284130, -5229499, 6414018, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8316261, -5347857, 6340002, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8313454, -5347858, 6323999, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8281382, -5250207, 6343818, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8279577, -5253374, 6313897, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8311674, -5371168, 6238528, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8317141, -5399365, 6209505, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8286567, -5305784, 6229866, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8276525, -5281209, 6212149, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8306419, -5391340, 6138616, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8319819, -5446823, 6096574, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8292579, -5364836, 6114154, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8274762, -5314996, 6107939, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8300371, -5410466, 6039519, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8321099, -5490630, 5985709, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8299133, -5425739, 5997413, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8274991, -5354759, 6001084, -8388608]
[-8388608, -8388608, -8388608, -8388608, -8294364, -5429171, 5940691, -8388608]
